word,target 1,target 2,target,triviality_1,triviality_2,triviality
hystricine,porcupines,,porcupines,53,100,53
apohyal,portion of the horn of the hyoid bone,,portion of the horn of the hyoid bone,29,100,29
zincous,zinc,positive pole of a galvanic battery,positive pole of a galvanic battery,100,29,29
capacity,possession of strength,,possession of strength,20,100,20
ceramic,pottery,,pottery,29,100,29
cogitative,power of thinking or meditating,,power of thinking or meditating,50,100,50
technic,practice of an art or science,,practice of an art or science,43,100,43
concionatory,preaching or public addresses,,preaching or public addresses,42,100,42
propaedeutic,preliminary instruction,,preliminary instruction,34,100,34
propaedeutical,preliminary instruction,,preliminary instruction,36,100,36
promptuary,preparation,,preparation,50,100,50
modern,present time,,present time,33,100,33
hieratic,priests,,priests,43,100,43
sacerdotal,priests,,priests,29,100,29
paradoxides,primordial formations,,primordial formations,38,100,38
hydrostatical,principles of the equilibrium of fluids,,principles of the equilibrium of fluids,23,100,23
hydrostatic,principles of the equilibrium of fluids,,principles of the equilibrium of fluids,18,100,18
prelal,printing,,printing,33,100,33
olitory,produced in,,produced in,22,100,22
hypothenar,prominent part of the palm of the hand above the base of the little finger,,prominent part of the palm of the hand above the base of the little finger,50,100,50
hypothenal,prominent part of the palm of the hand above the base of the little finger,,prominent part of the palm of the hand above the base of the little finger,50,100,50
undulatory,propagated alternating motion,,propagated alternating motion,40,100,40
vaticinal,prophecy,,prophecy,12,100,12
vatical,prophet,,prophet,14,100,14
meretricious,prostitutes,,prostitutes,45,100,45
liturgical,public prayer and worship,,public prayer and worship,40,100,40
liturgic,public prayer and worship,,public prayer and worship,38,100,38
sphygmic,pulse,,pulse,20,100,20
pupillary,pupil or ward,pupil of the eye,pupil of the eye,67,56,56
catharical,purgative principle of senna,,purgative principle of senna,40,100,40
cathartic,purgative principle of senna,,purgative principle of senna,33,100,33
lustral,purification,lustrum,purification,32,71,32
pyoid,pus,,pus,33,100,33
mechanical,quantitative relations of force and matter,machine or to machinery or tools,quantitative relations of force and matter,30,40,30
racial,race or family of men,,race or family of men,50,100,50
neocosmic,universe in its present state,races of men known to history,races of men known to history,44,33,33
pluvial,rain,,rain,25,100,25
hyetal,rain,,rain,25,100,25
vallar,rampart,,rampart,50,100,50
carpathian,range of mountains in Austro-Hungary,,range of mountains in Austro-Hungary,30,100,30
superparticular,ratio when the excess of the greater term over the less is a unit,,ratio when the excess of the greater term over the less is a unit,40,100,40
superpartient,ratio when the excess of the greater term over the less is more than a unit,,ratio when the excess of the greater term over the less is more than a unit,46,100,46
exhaustion,rectifications and quadratures,,rectifications and quadratures,50,100,50
hemorrhoidal,hemorrhoids,rectum,rectum,91,22,22
arundinaceous,reed,,reed,50,100,50
ischiorectal,region between the rectum and ishial tuberosity,,region between the rectum and ishial tuberosity,50,100,50
hyperborean,region beyond the North wind,,region beyond the North wind,36,100,36
hemal,region of,,region of,20,100,20
sumerian,region of lower Babylonia,,region of lower Babylonia,38,100,38
malar,region of the cheek bone,,region of the cheek bone,7,100,7
oculonasal,region of the eye and the nose,,region of the eye and the nose,20,100,20
transalpine,region or the people beyond the Alps,,region or the people beyond the Alps,27,100,27
periotic,region surrounding,,region surrounding,38,100,38
reliquian,relic or relics,,relic or relics,44,100,44
latitudinarianism,religious belief,,religious belief,25,100,25
compromise,religious factions,,religious factions,30,100,30
prandial,repast,,repast,33,100,33
osteoplastic,replacement of bone,,replacement of bone,42,100,42
apocalyptic,revelation,,revelation,32,100,32
apocalyptical,revelation,,revelation,30,100,30
geocyclic,revolutions of the earth,,revolutions of the earth,44,100,44
orthographic,orthography,right lines or angles,right lines or angles,91,30,30
orthographical,orthography,right lines or angles,right lines or angles,91,34,34
nilotic,river Nile,,river Nile,29,100,29
rhenish,river Rhine,,river Rhine,43,100,43
stygian,river Styx,,river Styx,29,100,29
viary,roads,,roads,20,100,20
saxatile,rocks,,rocks,15,100,15
baculine,rod or punishment with the rod,,rod or punishment with the rod,25,100,25
capreoline,roebuck,,roebuck,43,100,43
radical,root,root or origin,root,25,29,25
trochilic,rotary motion,,rotary motion,44,100,44
serial,series,rows,rows,67,25,25
tudor,royal line of England,,royal line of England,20,100,20
ruderary,rubbish,,rubbish,29,100,29
hierographical,sacred writing,,sacred writing,21,100,21
hierographic,sacred writing,,sacred writing,25,100,25
croceous,saffron,,saffron,29,100,29
croconic,saffron,,saffron,43,100,43
bibliopolar,sale of books,,sale of books,27,100,27
bibliopolic,sale of books,,sale of books,27,100,27
collingual,same language,,same language,50,100,50
extraprovincial,same province or jurisdiction,,same province or jurisdiction,53,100,53
arenilitic,sandstone,,sandstone,32,100,32
scholastic,schoolmen and divines of the Middle Ages,,schoolmen and divines of the Middle Ages,50,100,50
semeiological,science of signs,,science of signs,38,100,38
semiologioal,science of signs,,science of signs,29,100,29
perspective,science of vision,,science of vision,29,100,29
glyphic,sculpture or carving of any sort,,sculpture or carving of any sort,15,100,15
scorbutic,scurvy,,scurvy,50,100,50
scorbutical,scurvy,,scurvy,50,100,50
thalassic,sea,,sea,33,100,33
marine,sea,,sea,33,100,33
muriatic,sea salt,,sea salt,25,100,25
adriatic,sea so named,,sea so named,25,100,25
baltic,sea which separates Norway and Sweden from Jutland,,sea which separates Norway and Sweden from Jutland,50,100,50
phocine,seal tribe,,seal tribe,29,100,29
nautical,seamen,,seamen,17,100,17
uniocular,seated in,,seated in,11,100,11
quadric,second degree,,second degree,29,100,29
interhyal,segment sometimes present at the proximal end of the hyoidean arch,,segment sometimes present at the proximal end of the hyoidean arch,44,100,44
tactual,sense,,sense,0,100,0
olfactory,sense of smell,,sense of smell,22,100,22
diazo-,series of compounds containing a radical of two nitrogen atoms,,series of compounds containing a radical of two nitrogen atoms,33,100,33
ophite,serpent,,serpent,36,100,36
-ory,serving for,serving for hearing,serving for hearing,50,50,50
integral,serving to form,being,serving to form,38,46,38
landing,setting,,setting,43,100,43
occasive,setting sun,,setting sun,21,100,21
comprehensive,several diverse groups,,several diverse groups,38,100,38
male,sex that begets or procreates young,,sex that begets or procreates young,25,100,25
oestrual,sexual desire,,sexual desire,50,100,50
umbratic,shade or darkness,,shade or darkness,25,100,25
umbratical,shade or darkness,,shade or darkness,20,100,20
squaloid,shark or sharks,,shark or sharks,38,100,38
ovine,sheep,,sheep,20,100,20
testudinarious,shell of a tortoise,,shell of a tortoise,30,100,30
conchylaceous,shells,,shells,33,100,33
conchyliaceous,shells,,shells,33,100,33
testaceous,shells,,shells,38,100,38
pastoral,shepherds,,shepherds,25,100,25
scutal,shield,,shield,33,100,33
littoral,shore,,shore,40,100,40
monocrotic,showing,,showing,29,100,29
spectacular,shows,,shows,20,100,20
lanioid,shrikes,,shrikes,14,100,14
lateral,sides,,sides,20,100,20
obsidional,siege,,siege,40,100,40
visual,sight,,sight,20,100,20
visive,sight,,sight,40,100,40
semiotic,language of signs,signs or symptoms of diseases,signs or symptoms of diseases,38,38,38
semeiotic,language of signs,signs or symptoms of diseases,signs or symptoms of diseases,33,33,33
sericeous,silk,,silk,50,100,50
argentous,silver,,silver,17,100,17
argental,silver,,silver,17,100,17
monophyletic,single family or stock,,single family or stock,33,100,33
particular,single person,,single person,30,100,30
gastric,situated near,,situated near,30,100,30
cutaneous,skin,,skin,25,100,25
dermatic,skin,,skin,25,100,25
dermatine,skin,,skin,50,100,50
dermatopathic,skin diseases,,skin diseases,23,100,23
somnial,sleep or dreams,,sleep or dreams,29,100,29
fruticulose,small shrub,,small shrub,18,100,18
variolous,smallpox,,smallpox,38,100,38
anguine,snake or serpent,,snake or serpent,29,100,29
communism,socialism in government and the conditions of domestic life,,socialism in government and the conditions of domestic life,44,100,44
velar,velum,soft palate,soft palate,60,40,40
military,soldiers,,soldiers,38,100,38
plantar,sole of the foot,,sole of the foot,17,100,17
solenaceous,solens or family Solenidæ,,solens or family Solenidæ,55,100,55
appurtenant,some more important thing,,some more important thing,55,100,55
hauynite,some volcani,,some volcani,38,100,38
filial,son or daughter,,son or daughter,17,100,17
melic,song,,song,0,100,0
psychal,soul,,soul,36,100,36
phonic,sound,,sound,40,100,40
guttural,throat,sound formed in the throat,sound formed in the throat,50,38,38
vascular,special ducts,vessels of animal and vegetable bodies,special ducts,29,38,29
lamarckism,species and genera,,species and genera,21,100,21
orbitosphenoid,sphenoid bone and the orbit,,sphenoid bone and the orbit,43,100,43
blessed,spiritual happiness,,spiritual happiness,43,100,43
celestial,spiritual heaven,,spiritual heaven,44,100,44
maculose,spots upon a surface,,spots upon a surface,38,100,38
vernal,spring,,spring,33,100,33
semicubical,square root of the cube of a quantity,,square root of the cube of a quantity,36,100,36
elaphine,stag,,stag,25,100,25
sturnoid,starlings,,starlings,50,100,50
municipal,city or a corporation having the right of administering local government,state,state,44,20,20
vidual,state of a widow,,state of a widow,36,100,36
novercal,stepmother,,stepmother,38,100,38
catonian,stern old Roman,,stern old Roman,38,100,38
sternocostal,sternum and the ribs,,sternum and the ribs,50,100,50
reflex,stimulus or excitation without the necessary intervention of consciousness,,stimulus or excitation without the necessary intervention of consciousness,50,100,50
gastroepiploic,stomach and omentum,,stomach and omentum,24,100,24
lapidarian,stone,,stone,20,100,20
lithic,stone,,stone,20,100,20
saxicoline,stonechats,,stonechats,40,100,40
fidicinal,stringed instrument,,stringed instrument,44,100,44
carotic,stupor,,stupor,17,100,17
stylistic,style in language,,style in language,56,100,56
wagnerian,style of,,style of,12,100,12
stilar,style of a dial,,style of a dial,50,100,50
jacobian,style of architecture and decoration in the time of James the First,,style of architecture and decoration in the time of James the First,50,100,50
jacobean,style of architecture and decoration in the time of James the First,,style of architecture and decoration in the time of James the First,38,100,38
gothic,style of architecture with pointed arches,,style of architecture with pointed arches,33,100,33
romantic,romance,style of the Christian and popular literature of the Middle Ages,style of the Christian and popular literature of the Middle Ages,80,38,38
styloglossal,styloid process and the tongue,,styloid process and the tongue,50,100,50
archimedes,subcarboniferous rocks,,subcarboniferous rocks,40,100,40
pomaceous,suborder,,suborder,25,100,25
ophelic,substance,,substance,14,100,14
federal,such a government,,such a government,29,100,29
metasilicic,such an acid,,such an acid,27,100,27
sugescent,sucking,,sucking,50,100,50
saccharine,sugar,,sugar,40,100,40
martial,suited for,,suited for,14,100,14
sulphostannic,sulphacid of tin,,sulphacid of tin,55,100,55
methionic,sulphonic,,sulphonic,56,100,56
thionic,sulphur,,sulphur,14,100,14
solar,sun,,sun,33,100,33
heliocentric,sun's center,,sun's center,43,100,43
heliocentrical,sun's center,,sun's center,42,100,42
sciotheric,sundial,,sundial,29,100,29
surgical,surgeons or surgery,,surgeons or surgery,50,100,50
surnominal,surname or surnames,,surname or surnames,50,100,50
hirundine,swallows,,swallows,0,100,0
sudoral,sweat,,sweat,33,100,33
pestalozzian,system of elementary education which combined manual training with other instruction,,system of elementary education which combined manual training with other instruction,33,100,33
uropoetic,system of organs which eliminate nitrogenous waste matter from the blood of certain invertebrates,,system of organs which eliminate nitrogenous waste matter from the blood of certain invertebrates,44,100,44
hermetical,Hermes Trismegistus,system which explains the causes of diseases and the operations of medicine on the principles of the hermetic philosophy,system which explains the causes of diseases and the operations of medicine on the principles of the hermetic philosophy,50,50,50
caudal,tail,,tail,50,100,50
cercal,tail,,tail,50,100,50
sartorial,tailor or his work,thesartorius muscle,tailor or his work,44,78,44
lachrymal,tears,,tears,40,100,40
washingtonian,George Washington,temperance society and movement started in Baltimore in 1840 on the principle of total abstinence,temperance society and movement started in Baltimore in 1840 on the principle of total abstinence,78,38,38
genitive,that case,,that case,25,100,25
triploblastic,that condition of the ovum in which there are three primary germinal layers,,that condition of the ovum in which there are three primary germinal layers,46,100,46
gadhelic,that division of the Celtic languages,,that division of the Celtic languages,50,100,50
catacrotic,that form of pulse tracing,,that form of pulse tracing,40,100,40
extract,that from which it is obtained,,that from which it is obtained,29,100,29
enharmonical,that one of the three kinds of musical scale,,that one of the three kinds of musical scale,42,100,42
enharmonic,that one of the three kinds of musical scale,,that one of the three kinds of musical scale,40,100,40
suprastapedial,that part of the columella of the ear which projects above the connection with the stapes,,that part of the columella of the ear which projects above the connection with the stapes,36,100,36
right,that side of the body in man on which the muscular action is usually stronger than on the other side,,that side of the body in man on which the muscular action is usually stronger than on the other side,40,100,40
left,that side of the body in man on which the muscular action of the limbs is usually weaker than on the other side,,that side of the body in man on which the muscular action of the limbs is usually weaker than on the other side,50,100,50
ventral,situated near,that surface of a carpel,that surface of a carpel,43,43,43
law,them,,them,0,100,0
hyosternal,them,,them,50,100,50
hyomental,them,,them,31,100,31
railroad,them and constituting one property,,them and constituting one property,25,100,25
railway,them and constituting one property,,them and constituting one property,29,100,29
thematic,theme of a word,theme,theme of a word,50,80,50
crural,thigh or leg,,thigh or leg,33,100,33
topgallant,third spars in order from the deck,,third spars in order from the deck,30,100,30
tricennial,thirty years,,thirty years,40,100,40
tricennarious,thirty years,,thirty years,48,100,48
appertain,this life,,this life,22,100,22
secular,this present world,,this present world,29,100,29
sublunar,this world,,this world,25,100,25
sublunary,this world,,this world,22,100,22
moral,those intentions and actions of which right and wrong,,those intentions and actions of which right and wrong,20,100,20
xanthous,those races of man which have yellowish,,those races of man which have yellowish,38,100,38
tithonic,those rays of light which produce chemical effects,,those rays of light which produce chemical effects,50,100,50
filar,thread or line,,thread or line,40,100,40
trichromic,three colors or color sensations,,three colors or color sensations,40,100,40
jugular,throat or neck,jugular vein,throat or neck,29,100,29
aphthae,thrush,,thrush,33,100,33
tegular,tile,,tile,50,100,50
temporal,temple or temples,time,time,62,50,50
mortal,time of death,,time of death,33,100,33
interlunar,time when the moon,,time when the moon,40,100,40
interlunary,time when the moon,,time when the moon,36,100,36
stannary,tin mines,,tin mines,38,100,38
tintinnabulous,tinkling of a bell,,tinkling of a bell,50,100,50
characterize,to make,,to make,29,100,29
petrean,to rock,,to rock,29,100,29
lingual,tongue,,tongue,50,100,50
glossal,tongue,,tongue,17,100,17
foppish,top in dress or manners,,top in dress or manners,43,100,43
testudinal,tortoise,,tortoise,38,100,38
dextro-,toward,,toward,33,100,33
oppidan,town,,town,36,100,36
augustan,Augustus Cæsar or to his times,town of Augsburg,town of Augsburg,62,38,38
buskined,tragedy,,tragedy,31,100,31
zoogloea,transitory stage through which rapidly multiplying bacteria pass in the course of their evolution,,transitory stage through which rapidly multiplying bacteria pass in the course of their evolution,38,100,38
zooegloea,transitory stage through which rapidly multiplying bacteria pass in the course of their evolution,,transitory stage through which rapidly multiplying bacteria pass in the course of their evolution,33,100,33
telelectric,transmission,,transmission,27,100,27
arboreal,tree,,tree,50,100,50
arborary,trees,,trees,20,100,20
tentative,trial or trials,,trial or trials,33,100,33
zalambdodont,tribe,,tribe,20,100,20
caprid,tribe of ruminants of which the goat,,tribe of ruminants of which the goat,33,100,33
vicenary,twenty,,twenty,50,100,50
viminal,twigs,,twigs,20,100,20
vimineous,twigs,,twigs,29,100,29
bicentenary,two hundred,,two hundred,29,100,29
binominal,two names,,two names,38,100,38
diplanar,two planes,,two planes,50,100,50
bilateral,two sides of a central area or organ,,two sides of a central area or organ,44,100,44
omphalic,umbilicus,,umbilicus,50,100,50
omphalomesenteric,umbilicus and mesentery,,umbilicus and mesentery,55,100,55
barbaric,uncivilized person or people,,uncivilized person or people,12,100,12
palmar,under side of the wings of birds,,under side of the wings of birds,17,100,17
noematic,understanding,,understanding,38,100,38
noematical,understanding,,understanding,40,100,40
thiosulphuric,unstable acid,,unstable acid,23,100,23
supramaxillary,upper jaw,,upper jaw,44,100,44
mystacal,upper lip,,upper lip,12,100,12
our,us,,us,50,100,50
staphyline,uvula or the palate,,uvula or the palate,40,100,40
valvular,valve or valves,valves of the heart,valves of the heart,62,50,50
metavanadic,vanadic acid analogous to metaphosphoric acid,,vanadic acid analogous to metaphosphoric acid,36,100,36
merino,variety of sheep with very fine wool,,variety of sheep with very fine wool,50,100,50
palladian,variety of the revived classic style of architecture,,variety of the revived classic style of architecture,33,100,33
holophytic,vegetable organisms,,vegetable organisms,30,100,30
scrophulariaceous,very large natural order of gamopetalous plants,,very large natural order of gamopetalous plants,41,100,41
rubiaceous,very large natural order of plants,,very large natural order of plants,30,100,30
vigonia,vicuña,,vicuña,46,100,46
uniformitarian,view or doctrine that existing causes,,view or doctrine that existing causes,50,100,50
acetic,vinegar,,vinegar,17,100,17
maiden,maiden,virgin,virgin,100,33,33
splanchnic,viscera,,viscera,29,100,29
speculative,vision,speculation in land,vision,24,82,24
phonetic,voice,,voice,46,100,46
vortical,vortex or vortexes,,vortex or vortexes,50,100,50
vocalic,vowel sounds,,vowel sounds,43,100,43
ambulatory,walking,,walking,24,100,24
mural,wall,,wall,50,100,50
somatic,body as a whole,wall of the body,wall of the body,29,29,29
bellic,war,,war,0,100,0
bellical,war,,war,33,100,33
hydrodynamic,water power,,water power,18,100,18
hydrodynamical,water power,,water power,18,100,18
textrine,weaving,,weaving,43,100,43
textorial,weaving,,weaving,29,100,29
telary,web,,web,33,100,33
wedded,wedlock,,wedlock,50,100,50
ponderary,weight,,weight,17,100,17
baric,barium,weight,weight,80,20,20
cetic,whale,,whale,20,100,20
frumentarious,wheat or grain,,wheat or grain,31,100,31
caucasian,Caucasus,white races of mankind,white races of mankind,62,33,33
universalistic,whole,,whole,20,100,20
general,whole class or order,,whole class or order,29,100,29
uxorial,wife,,wife,25,100,25
wifelike,wife or a woman,,wife or a woman,50,100,50
voluntary,will,voluntaryism,will,25,100,25
testamentary,will,,will,0,100,0
volitive,will,,will,25,100,25
aeolian,Æolia or Æolis,wind,wind,57,50,50
arteriac,windpipe,,windpipe,12,100,12
vinous,wine,,wine,50,100,50
vinic,wine,,wine,50,100,50
alary,wings,,wings,0,100,0
brumal,winter,,winter,17,100,17
feminine,woman,woman,woman,40,40,40
effeminate,woman,,woman,40,100,40
smock,smock,woman,woman,100,20,20
female,woman,,woman,40,100,40
nemoral,wood or grove,,wood or grove,29,100,29
picine,woodpeckers,,woodpeckers,50,100,50
silvan,woods,,woods,18,100,18
verbarian,words,,words,20,100,20
vulcanian,Vulcan,works in iron or other metals,works in iron or other metals,83,22,22
terrestrial,earth,world,world,40,40,40
mundane,world,,world,20,100,20
vermicular,worm or worms,,worm or worms,30,100,30
vermicious,worms,,worms,40,100,40
absinthial,wormwood,,wormwood,0,100,0
traumatic,wounds,,wounds,17,100,17
scriptory,writing,,writing,43,100,43
xanthogen,xanthic acid,,xanthic acid,56,100,56
annual,year,,year,25,100,25
vitelline,yolk of eggs,,yolk of eggs,22,100,22
juvenile,youth,,youth,15,100,15
