word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
microbic,Of or pertaining to a microbe.,microbe,,microbe,86,100,86,False,False,False,False,False,False,False
microbian,"Of, pertaining to, or caused by, microbes; as, the microbian theory; a microbian disease.",microbes,,microbes,75,100,75,False,False,False,False,False,False,False
micrococcal,Of or pertaining to micrococci; caused by micrococci. Nature.,micrococci,,micrococci,90,100,90,False,False,False,False,False,False,False
micrographic,Of or pertaining to micrography.,micrography,,micrography,91,100,91,False,False,False,False,False,False,False
micrological,"Of or pertaining to micrology; very minute; as, micrologic examination. -- Mi`cro*log""ic*al*ly, adv.",micrology,,micrology,89,100,89,False,False,False,False,False,False,False
micrologic,"Of or pertaining to micrology; very minute; as, micrologic examination. -- Mi`cro*log""ic*al*ly, adv.",micrology,,micrology,89,100,89,False,False,False,False,False,False,False
microscopical,"1. Of or pertaining to the microscope or to microscopy; made with a microscope; as, microscopic observation. 2. Able to see extremely minute objects. Why has not man a microscopic eye Pope. 3. Very small; visible only by the aid of a microscope; as, a microscopic insect.",microscope or to microscopy,,microscope or to microscopy,69,100,69,False,False,False,False,False,False,False
microscopic,"1. Of or pertaining to the microscope or to microscopy; made with a microscope; as, microscopic observation. 2. Able to see extremely minute objects. Why has not man a microscopic eye Pope. 3. Very small; visible only by the aid of a microscope; as, a microscopic insect.",microscope or to microscopy,,microscope or to microscopy,82,100,82,False,False,False,False,False,False,False
microsporic,Of or pertaining to microspores.,microspores,,microspores,82,100,82,False,False,False,False,False,False,False
microsthenic,Having a typically small size; of or pertaining to the microsthenes.,microsthenes,,microsthenes,83,100,83,False,False,False,False,False,False,False
meridian,"1. Being at, or pertaining to, midday; belonging to, or passing through, the highest point attained by the sun in his diurnal course. ""Meridian hour."" Milton. Tables ... to find the altitude meridian. Chaucer. 2. Pertaining to the highest point or culmination; as, meridian splendor.

1. Midday; noon. 2. Hence: The highest point, as of success, prosperity, or the like; culmination. I have touched the highest point of all my greatness, And from that full meridian of my glory I haste now to my setting. Shak. 3. (Astron.)  A great circle of the sphere passing through the poles of the heavens and the zenith of a given place. It is crossed by the sun at midday. 4. (Geog.)  A great circle on the surface of the earth, passing through the poles and any given place; also, the half of such a circle included between the poles. Note: The planes of the geographical and astronomical meridians coincide. Meridians, on a map or globe, are lines drawn at certain intervals due north and south, or in the direction of the poles. Calculated for, or fitted to, or adapted to, the meridian of, suited to the local circumstances, capabilities, or special requirements of. All other knowledge merely serves the concerns of this life, and is fitted to the meridian thereof. Sir M. Hale. -- First meridian, the meridian from which longitudes are reckoned. The meridian of Greenwich is the one commonly employed in calculations of longitude by geographers, and in actual practice, although in various countries other and different meridians, chiefly those which pass through the capitals of the countries, are occasionally used; as, in France, the meridian of Paris; in the United States, the meridian of Washington, etc. -- Guide meridian (Public Land Survey), a line, marked by monuments, running North and South through a section of country between other more carefully established meridians called principal meridians, used for reference in surveying. [U.S.] -- Magnetic meridian, a great circle, passing through the zenith and coinciding in direction with the magnetic needle, or a line on the earth's surface having the same direction. -- Meridian circle (Astron.), an instrument consisting of a telescope attached to a large graduated circle and so mounted that the telescope revolves like the transit instrument in a meridian plane. By it the right ascension and the declination of a star may be measured in a single observation. -- Meridian instrument (Astron.), any astronomical instrument having a telescope that rotates in a meridian plane. -- Meridian of a globe, or Brass meridian, a graduated circular ring of brass, in which the artificial globe is suspended and revolves.",midday,,midday,57,100,57,False,False,False,False,False,False,False
noonday,"Midday; twelve o'clock in the day; noon.

Of or pertaining to midday; meridional; as, the noonday heat. ""Noonday walks."" Addison.",midday,,midday,50,100,50,True,False,False,False,False,False,False
miocene,Of or pertaining to the middle division of the Tertiary. -- n.  The Miocene period. See Chart of Geology.,middle division of the Tertiary,,middle division of the Tertiary,43,100,43,True,False,False,False,False,False,False
mesethmoid,"Of or pertaining to the middle of the ethmoid region or ethmoid bone. -- n. (Anat.)  The median vertical plate, or median element, of the ethmoid bone.",middle of the ethmoid region or ethmoid bone,,middle of the ethmoid region or ethmoid bone,80,100,80,False,True,False,False,False,False,False
mesocephalic,"(a) Of or pertaining to, or in the region of, the middle of the head; as, the mesocephalic flexure. (b) Having the cranial cavity of medium capacity; neither megacephalic nor microcephalic. (c) Having the ratio of the length to the breadth of the cranium a medium one; mesaticephalic.",middle of the head,,middle of the head,40,100,40,True,True,False,False,False,False,False
midnight,"The middle of the night; twelve o'clock at night. The iron tongue of midnight hath told twelve. Shak.

Being in, or characteristic of, the middle of the night; as, midnight studies; midnight gloom. ""Midnight shout and revelry."" Milton.",middle of the night,,middle of the night,62,100,62,False,False,False,False,False,False,False
mesonasal,Of or pertaining to the middle portion of the nasal region.,middle portion of the nasal region,,middle portion of the nasal region,67,100,67,False,False,False,False,False,False,False
mesogastric,"1. (Anat.) (a) Of or pertaining to the middle region of the abdomen, or of the stomach. (b) Of or pertaining to the mesogaster. 2. (Zoöl.)  Of or pertaining to the middle gastric lobe of the carapace of a crab.",middle region of the abdomen,mesogaster,middle region of the abdomen,36,90,36,True,False,False,False,False,False,False
obstetric,"Of or pertaining to midwifery, or the delivery of women in childbed; as, the obstetric art. Obstetrical toad (Zoöl.), a European toad of the genus Alytes, especially A. obstetricans. The eggs are laid in a string which the male winds around his legs, and carries about until the young are hatched.",midwifery,,midwifery,22,100,22,True,False,False,False,False,False,False
obstetrical,"Of or pertaining to midwifery, or the delivery of women in childbed; as, the obstetric art. Obstetrical toad (Zoöl.), a European toad of the genus Alytes, especially A. obstetricans. The eggs are laid in a string which the male winds around his legs, and carries about until the young are hatched.",midwifery,,midwifery,22,100,22,True,False,False,False,False,False,False
milliary,"Of or pertaining to a mile, or to distance by miles; denoting a mile or miles. A milliary column, from which they used to compute the distance of all the cities and places of note. Evelyn.

A milestone.",mile,,mile,75,100,75,False,False,False,False,False,False,False
lactic,"Of or pertaining to milk; procured from sour milk or whey; as, lactic acid; lactic fermentation, etc. Lactic acid (Physiol. Chem.), a sirupy, colorless fluid, soluble in water, with an intensely sour taste and strong acid reaction. There are at least three isomeric modifications all having the formula C3H6O3. Sarcolactic or paralactic acid occurs chiefly in dead muscle tissue, while ordinary lactic acid results from fermentation. The two acids are alike in having the same constitution (expressed by the name ethylidene lactic acid), but the latter is optically inactive, while sarcolactic acid rotates the plane of polarization to the right. The third acid, ethylene lactic acid, accompanies sarcolactic acid in the juice of flesh, and is optically inactive. -- Lactic ferment, an organized ferment (Bacterium lacticum or lactis), which produces lactic fermentation, decomposing the sugar of milk into carbonic and lactic acids, the latter, of which renders the milk sour, and precipitates the casein, thus giving rise to the so- called spontaneous coagulation of milk. -- Lactic fermentation. See under Fermentation.",milk,,milk,25,100,25,True,False,False,False,False,False,False
galactic,"1. Of or pertaining to milk; got from milk; as, galactic acid. 2. Of or pertaining to the galaxy or Milky Way. Galactic circle (Astron.), the great circle of the heavens, to which the course of the galaxy most nearly conforms. Herschel. -- Galactic poles, the poles of the galactic circle.",milk,galaxy or Milky Way,milk,25,50,25,True,False,False,False,False,False,False
millennial,"Of or pertaining to the millennium, or to a thousand years; as, a millennial period; millennial happiness.",millennium,,millennium,80,100,80,False,False,False,False,False,False,False
millenarian,"Consisting of a thousand years; of or pertaining to the millennium, or to the Millenarians.

One who believes that Christ will personally reign on earth a thousand years; a Chiliast.",millennium,,millennium,70,100,70,False,False,False,False,False,False,False
millionary,"Of or pertaining to millions; consisting of millions; as, the millionary chronology of the pundits. Pinker",millions,,millions,88,100,88,False,False,False,False,False,False,False
psychical,"1. Of or pertaining to the human soul, or to the living principle in man. Note: This term was formerly used to express the same idea as psychological. Recent metaphysicians, however, have employed it to mark the difference between psychh` the living principle in man, and pney^ma the rational or spiritual part of his nature. In this use, the word describes the human soul in its relation to sense, appetite, and the outer visible world, as distinguished from spiritual or rational faculties, which have to do with the supersensible world. Heyse. 2. Of or pertaining to the mind, or its functions and diseases; mental; -- contrasted with physical. Psychical blindness, Psychical deafness (Med.), forms of nervous disease in which, while the senses of sight and hearing remain unimpaired, the mind fails to appreciate the significance of the sounds heard or the images seen. -- Psychical contagion, the transference of disease, especially of a functional nervous disease, by mere force of example. -- Psychical medicine, that department of medicine which treats of mental diseases.",human soul,mind,mind,32,25,25,True,False,False,False,False,False,False
jargonic,Of or pertaining to the mineral jargon.,mineral jargon,,mineral jargon,86,100,86,False,False,False,False,False,False,False
mineralogical,"Of or pertaining to mineralogy; as, a mineralogical table.",mineralogy,,mineralogy,90,100,90,False,False,False,False,False,False,False
mining,"The act or business of making mines or of working them.

Of or pertaining to mines; as, mining engineer; mining machinery; a mining region. Mining engineering. See the Note under Engineering.",mines,,mines,60,100,60,False,False,False,False,False,False,False
minimal,"Of, pertaining to, or having a character of, a minim or minimum; least; smallest; as, a minimal amount or value.",minim or minimum,,minim or minimum,71,100,71,False,False,False,False,False,False,False
ministerial,"1. Of or pertaining to ministry or service; serving; attendant. Enlightening spirits and ministerial flames. Prior. 2. Of or pertaining to the office of a minister or to the ministry as a body, whether civil or sacerdotal. ""Ministerial offices."" Bacon. ""A ministerial measure."" Junius. ""Ministerial garments."" Hooker. 3. Tending to advance or promote; contributive. ""Ministerial to intellectual culture."" De Quincey. The ministerial benches, the benches in the House of Commons occupied by members of the cabinet and their supporters; -- also, the persons occupying them. ""Very solid and very brilliant talents distinguish the ministerial benches."" Burke. Syn. -- Official; priestly; sacerdotal; ecclesiastical.",ministry or service,office of a minister or to the ministry as a body,ministry or service,64,73,64,False,False,False,False,False,False,False
miscellanarian,Of or pertaining to miscellanies. Shaftesbury. -- n.  A writer of miscellanies.,miscellanies,,miscellanies,83,100,83,False,False,False,False,False,False,False
missionary,"One who is sent on a mission; especially, one sent to propagate religion. Swift. Missionary apostolic, a Roman Catholic missionary sent by commission from the pope.

Of or pertaining to missions; as, a missionary meeting; a missionary fund.",missions,,missions,88,100,88,False,False,False,False,False,False,False
mitotic,"Of or pertaining to mitosis; karyokinetic; as, mitotic cell division; -- opposed to amitotic. --Mi*tot""ic*al*ly (#), adv.",mitosis,,mitosis,71,100,71,False,False,False,False,False,False,False
oxyhydrogen,"Of or pertaining to a mixture of oxygen and hydrogen; as, oxyhydrogen gas. Oxyhydrogen blowpipe. (Chem.) See Blowpipe. -- Oxyhydrogen microscope, a form of microscope arranged so as to use the light produced by burning lime or limestone under a current of oxyhydrogen gas.",mixture of oxygen and hydrogen,,mixture of oxygen and hydrogen,73,100,73,False,False,False,False,False,False,False
modular,"Of or pertaining to mode, modulation, module, or modius; as, modular arrangement; modular accent; modular measure.",mode,,mode,75,100,75,False,False,False,False,False,False,False
idiomatic,"Of or pertaining to, or conforming to, the mode of expression peculiar to a language; as, an idiomatic meaning; an idiomatic phrase. -- Id`i*o*mat""ic*al*ly, adv.",mode of expression peculiar to a language,,mode of expression peculiar to a language,33,100,33,True,False,False,False,False,False,False
idiomatical,"Of or pertaining to, or conforming to, the mode of expression peculiar to a language; as, an idiomatic meaning; an idiomatic phrase. -- Id`i*o*mat""ic*al*ly, adv.",mode of expression peculiar to a language,,mode of expression peculiar to a language,45,100,45,True,False,False,False,False,False,False
plastic,"1. Having the power to give form or fashion to a mass of matter; as, the plastic hand of the Creator. Prior. See plastic Nature working to his end. Pope. 2. Capable of being molded, formed, or modeled, as clay or plaster; - - used also figuratively; as, the plastic mind of a child. 3. Pertaining or appropriate to, or characteristic of, molding or modeling; produced by, or appearing as if produced by, molding or modeling; -- said of sculpture and the kindred arts, in distinction from painting and the graphic arts. Medallions . . . fraught with the plastic beauty and grace of the palmy days of Italian art. J. S. Harford. Plastic clay (Geol.), one of the beds of the Eocene period; -- so called because used in making pottery. Lyell. -- Plastic element (Physiol.), one that bears within the germs of a higher form. -- Plastic exudation (Med.), an exudation thrown out upon a wounded surface and constituting the material of repair by which the process of healing is effected. -- Plastic foods. (Physiol.) See the second Note under Food. -- Plastic force. (Physiol.) See under Force. -- Plastic operation, an operation in plastic surgery. -- Plastic surgery, that branch of surgery which is concerned with the repair or restoration of lost, injured, or deformed parts of the body.  a substance composed predominantly of a synthetic organic high polymer capable of being cast or molded; many varieties of plastic are used to produce articles of commerce (after 1900). [MW10 gives origin of word as 1905]",molding or modeling,,molding or modeling,29,100,29,True,False,False,False,False,False,False
molluscan,Of or pertaining to mollusks. -- n.  A mollusk; one of the Mollusca.,mollusks,,mollusks,75,100,75,False,False,False,False,False,False,False
molybdic,"Of, pertaining to, or containing, molybdenum; specif., designating those compounds in which the element has a higher valence, as contrasted with molybdous compounds; as, molybdic oxide.",molybdenum,,molybdenum,75,100,75,False,False,False,False,False,False,False
molybdous,"Of, pertaining to, or containing, molybdenum; specif., designating those compounds in which molybdenum has a lower valence as contrasted with molybdic compounds.",molybdenum,,molybdenum,78,100,78,False,False,False,False,False,False,False
momental,1. Lasting but a moment; brief. Not one momental minute doth she swerve. Breton. 2. Important; momentous. 3. (Mech.)  Of or pertaining to moment or momentum.,moment or momentum,,moment or momentum,75,100,75,False,False,False,False,False,False,False
monandrous,Of or pertaining to the monandria; having but one stamen.,monandria,,monandria,78,100,78,False,False,False,False,False,False,False
monandric,Of or pertaining to monandry; practicing monandry as a system of marriage.,monandry,,monandry,88,100,88,False,False,False,False,False,False,False
austro-hungarian,Of or pertaining to the monarchy composed of Austria and Hungary.,monarchy composed of Austria and Hungary,,monarchy composed of Austria and Hungary,44,100,44,True,False,False,False,False,False,False
monastical,"1. Of or pertaining to monasteries, or to their occupants, rules, etc., as, monastic institutions or rules. 2. Secluded from temporal concerns and devoted to religion; recluse. ""A life monastic."" Denham.",monasteries,,monasteries,70,100,70,False,False,False,False,False,False,False
monastic,"A monk.

1. Of or pertaining to monasteries, or to their occupants, rules, etc., as, monastic institutions or rules. 2. Secluded from temporal concerns and devoted to religion; recluse. ""A life monastic."" Denham.",monasteries,,monasteries,75,100,75,False,False,False,False,False,False,False
monasterial,"Of or pertaining to monastery, or to monastic life. -- Mon`as*te""ri*al*ly, adv.",monastery,,monastery,89,100,89,False,False,False,False,False,False,False
monetary,"Of or pertaining to money, or consisting of money; pecuniary. ""The monetary relations of Europe."" E. Everett. Monetary unit, the standard of a national currency, as the dollar in the United States, the pound in England, the franc in France, the mark in Germany.",money,,money,80,100,80,False,False,False,False,False,False,False
monistic,"Of, pertaining to, or involving, monism.",monism,,monism,83,100,83,False,False,False,False,False,False,False
monitorial,"1. Of or pertaining to a monitor or monitors. 2. Done or performed by a monitor; as, monitorial work; conducted or taught by monitors; as, a monitorial school; monitorial instruction.",monitor or monitors,,monitor or monitors,70,100,70,False,False,False,False,False,False,False
lancasterian,"Of or pertaining to the monitorial system of instruction followed by Joseph Lancaster, of England, in which advanced pupils in a school teach pupils below them.",monitorial system of instruction followed by Joseph Lancaster,,monitorial system of instruction followed by Joseph Lancaster,67,100,67,False,False,False,False,False,False,False
monkish,"Like a monk, or pertaining to monks; monastic; as, monkish manners; monkish dress; monkish solitude. -- Monk""ish*ness, n.",monks,,monks,83,100,83,False,False,False,False,False,False,False
monachal,Of or pertaining to monks or a monastic life; monastic.,monks or a monastic life,,monks or a monastic life,50,100,50,True,False,False,False,False,False,False
monogenic,"1. (Biol.)  Of or pertaining to monogenesis. 2. (Zoöl.)  Producing only one kind of germs, or young; developing only in one way.",monogenesis,,monogenesis,80,100,80,False,False,False,False,False,False,False
monogenous,"Of or pertaining to monogenesis; as, monogenous, or asexual, reproduction.",monogenesis,,monogenesis,80,100,80,False,False,False,False,False,False,False
monometallic,Consisting of one metal; of or pertaining to monometallism.,monometallism,,monometallism,92,100,92,False,False,False,False,False,False,False
monotheistic,Of or pertaining to monotheism.,monotheism,,monotheism,90,100,90,False,False,False,False,False,False,False
monotonical,"Of, pertaining to, or uttered in, a monotone; monotonous. ""Monotonical declamation."" Chesterfield.",monotone,,monotone,88,100,88,False,False,False,False,False,False,False
monotonic,"Of, pertaining to, or uttered in, a monotone; monotonous. ""Monotonical declamation."" Chesterfield.",monotone,,monotone,88,100,88,False,False,False,False,False,False,False
menstrual,"1. Recurring once a month; monthly; gone through in a month; as, the menstrual revolution of the moon; pertaining to monthly changes; as, the menstrual equation of the sun's place. 2. Of or pertaining to the menses; as, menstrual discharges; the menstrual period. 3. Of or pertaining to a menstruum. Bacon.",monthly changes,menses,monthly changes,44,67,44,True,False,False,False,False,False,False
lunar,"1. Of or pertaining to the moon; as, lunar observations. 2. Resembling the moon; orbed. Dryden. 3. Measured by the revolutions of the moon; as, a lunar month. 4. Influenced by the moon, as in growth, character, or properties; as, lunar herbs. Bacon. Lunar caustic (Med. Chem.), silver nitrate prepared to be used as a cautery; -- so named because silver was called luna by the ancient alchemists. -- Lunar cycle. Same as Metonic cycle. See under Cycle. -- Lunar distance, the angular distance of the moon from the sun, a star, or a planet, employed for determining longitude by the lunar method. -- Lunar method, the method of finding a ship's longitude by comparing the local time of taking (by means of a sextant or circle) a given lunar distance, with the Greenwich time corresponding to the same distance as ascertained from a nautical almanac, the difference of these times being the longitude. -- Lunar month. See Month. -- Lunar observation, an observation of a lunar distance by means of a sextant or circle, with the altitudes of the bodies, and the time, for the purpose of computing the longitude. -- Lunar tables. (a) (Astron.) Tables of the moon's motions, arranged for computing the moon's true place at any time past or future. (b) (Navigation) Tables for correcting an observed lunar distance on account of refraction and parallax. -- Lunar year, the period of twelve lunar months, or 354 days, 8 hours, 48 minutes, and 34.38 seconds.

1. (Astron.)  A lunar distance. 2. (Anat.)  The middle bone of the proximal series of the carpus; -- called also semilunar, and intermedium.",moon,,moon,25,100,25,True,False,False,False,False,False,False
moory,"Of or pertaining to moors; marshy; fenny; boggy; moorish. Mortimer. As when thick mists arise from moory vales. Fairfax.

A kind of blue cloth made in India. Balfour (Cyc of India).",moors,,moors,80,100,80,False,False,False,False,False,False,False
spiritual,"1. Consisting of spirit; not material; incorporeal; as, a spiritual substance or being. It is sown a natural body, it is raised a spiritual body. 1 Cor. xv. 44. 2. Of or pertaining to the intellectual and higher endowments of the mind; mental; intellectual. 3. Of or pertaining to the moral feelings or states of the soul, as distinguished from the external actions; reaching and affecting the spirits. God's law is spiritual; it is a transcript of the divine nature, and extends its authority to the acts of the soul of man. Sir T. Browne. 4. Of or pertaining to the soul or its affections as influenced by the Spirit; controlled and inspired by the divine Spirit; proceeding from the Holy Spirit; pure; holy; divine; heavenly-minded; -- opposed to carnal. That I may impart unto you some spiritual gift. Rom. i. ll. Blessed be the God and Father of our Lord Jesus Christ, who hath blessed us with all spiritual blessings. Eph. i. 3. If a man be overtaken in a fault, ye which are spiritual, restore such an one. Gal. vi. 1. 5. Not lay or temporal; relating to sacred things; ecclesiastical; as, the spiritual functions of the clergy; lords spiritual and temporal; a spiritual corporation. Spiritual coadjuctor. (Eccl.) See the Note under Jesuit. -- Spiritual court (Eccl. Law), an ecclesiastical court, or a court having jurisdiction in ecclesiastical affairs; a court held by a bishop or other ecclesiastic.

A spiritual function, office, or affair. See Spirituality, 2. He assigns supremacy to the pope in spirituals, and to the emperor in temporals. Lowell.",intellectual and higher endowments of the mind,moral feelings or states of the soul,moral feelings or states of the soul,44,44,44,True,False,False,False,False,False,False
morainic,Of or pertaining to a moranie.,moranie,,moranie,86,100,86,False,False,False,False,False,False,False
matin,"A French mastiff.

1. Morning. [Obs.] Shak. 2. pl. Etym: [F. matines. See Etymol. above.]  Morning worship or service; morning prayers or songs. The winged choristers began To chirp their matins. Cleveland. 3. Time of morning service; the first canonical hour in the Roman Catholic Church.

Of or pertaining to the morning, or to matins; used in the morning; matutinal.",morning,,morning,50,100,50,True,False,False,False,False,False,False
matutinal,Of or pertaining to the morning; early.,morning,,morning,43,100,43,True,False,False,False,False,False,False
welter,"1. To roll, as the body of an animal; to tumble about, especially in anything foul or defiling; to wallow. When we welter in pleasures and idleness, then we eat and drink with drunkards. Latimer. These wizards welter in wealth's waves. Spenser. He must not float upon his watery bier Unwept, and welter to the parching wind, Without the meed of some melodious tear. Milton. The priests at the altar . . . weltering in their blood. Landor. 2. To rise and fall, as waves; to tumble over, as billows. ""The weltering waves."" Milton. Waves that, hardly weltering, die away. Wordsworth. Through this blindly weltering sea. Trench.

To wither; to wilt. [R.] Weltered hearts and blighted . . . memories. I. Taylor.

Of, pertaining to, or designating, the most heavily weighted race in a meeting; as, a welter race; the welter stakes.

1. That in which any person or thing welters, or wallows; filth; mire; slough. The foul welter of our so-called religious or other controversies. Carlyle. 2. A rising or falling, as of waves; as, the welter of the billows; the welter of a tempest.",most heavily weighted race in a meeting,,most heavily weighted race in a meeting,50,100,50,True,False,False,False,False,False,False
pliocene,"Of, pertaining to, or characterizing, the most recent division of the Tertiary age.

The Pliocene period or deposits.",most recent division of the Tertiary age,,most recent division of the Tertiary age,38,100,38,True,False,False,False,False,False,False
maternal,"Of or pertaining to a mother; becoming to a mother; motherly; as, maternal love; maternal tenderness. Syn. -- See Motherly.",mother,,mother,67,100,67,False,False,False,False,False,False,False
rotary,"Turning, as a wheel on its axis; pertaining to, or resembling, the motion of a wheel on its axis; rotatory; as, rotary motion. Rotary engine, steam engine in which the continuous rotation of the shaft is produced by the direct action of the steam upon rotating devices which serve as pistons, instead of being derived from a reciprocating motion, as in the ordinary engine; a steam turbine; -- called also rotatory engine. -- Rotary pump, a pump in which the fluid is impelled by rotating devices which take the place of reciprocating buckets or pistons. -- Rotary shears, shears, as for cloth, metal, etc., in which revolving sharp-edged or sharp-cornered wheels do the cutting. -- Rotary valve, a valve acting by continuous or partial rotation, as in the four-way cock.",motion of a wheel on its axis,,motion of a wheel on its axis,33,100,33,True,False,False,False,False,False,False
hydrokinetic,"Of or pertaining to the motions of fluids, or the forces which produce or affect such motions; -- opposed to hydrostatic. Sir W. Thomson.",motions of fluids,,motions of fluids,28,100,28,True,False,False,False,False,False,False
motorpathic,Of or pertaining to motorpathy.,motorpathy,,motorpathy,90,100,90,False,False,False,False,False,False,False
montanic,Of or pertaining to mountains; consisting of mountains.,mountains,,mountains,75,100,75,False,False,False,False,False,False,False
oral,"1. Uttered by the mouth, or in words; spoken, not written; verbal; as, oral traditions; oral testimony; oral law. 2. Of or pertaining to the mouth; surrounding or lining the mouth; as, oral cilia or cirri.",mouth,,mouth,25,100,25,True,False,False,False,False,False,False
stomatogastric,"Of or pertaining to the mouth and the stomach; as, the stomatogastric ganglion of certain Mollusca.",mouth and the stomach,,mouth and the stomach,43,100,43,True,True,False,False,False,False,False
buccal,Of or pertaining to the mouth or cheeks.,mouth or cheeks,,mouth or cheeks,19,100,19,True,False,False,False,False,False,False
oculomotor,Of or pertaining to the movement of the eye; -- applied especially to the common motor nerves (or third pair of cranial nerves) which supply many of the muscles of the orbit. -- n.  The oculomotor nerve.,movement of the eye,,movement of the eye,40,100,40,True,True,False,False,False,False,False
locomotor,"Of or pertaining to movement or locomotion. Locomotor ataxia, or Progressive locomotor ataxy (Med.), a disease of the spinal cord characterized by peculiar disturbances of gait, and difficulty in coördinating voluntary movements.",movement or locomotion,,movement or locomotion,89,100,89,False,False,False,False,False,False,False
psycho-motor,Of or pertaining to movement produced by action of the mind or will.,movement produced by action of the mind or will,,movement produced by action of the mind or will,33,100,33,True,False,False,False,False,False,False
mucilaginous,"1. Partaking of the nature of, or resembling, mucilage; moist, soft, and viscid; slimy; ropy; as, a mucilaginous liquid. 2. Of, pertaining to, or secreting, mucilage; as, the mucilaginous glands. 3. Soluble in water, but not in alcohol; yielding mucilage; as, mucilaginous gums or plants. -- Mu`ci*lag""i*nous*ness, n.",mucilage,,mucilage,88,100,88,False,False,False,False,False,False,False
mucous,"1. Of, pertaining to, or resembling, mucus; slimy, ropy, or stringy, and lubricous; as, a mucous substance. 2. Secreting a slimy or mucigenous substance; as, the mucous membrane. Mucous membrane. (Anat.) See under Membrane. -- Mucous patches (Med.), elevated patches found in the mucous membranes of the mouth and anus, usually due to syphilis. -- Mucous tissue (Anat.), a form of connective tissue in an early stage of development, found in the umbilical cord and in the embryo, and also in certain tumors called myxomata.",mucus,,mucus,91,100,91,False,False,False,False,False,False,False
lutarious,"Of, pertaining to, or like, mud; living in mud. [Obs.] Grew.",mud,,mud,33,100,33,True,False,False,False,False,False,False
moroxylic,"Of, pertaining to, or derived from, the mulberry; moric.",mulberry,,mulberry,38,100,38,True,False,False,False,False,False,False
multitudinous,"1. Consisting of a multitude; manifold in number or condition; as, multitudinous waves. ""The multitudinous seas."" Shak. A renewed jingling of multitudinous chains. G. Kennan. 2. Of or pertaining to a multitude. ""The multitudinous tongue."" Shak. -- Mul`ti*tu""di*nous*ly, adv. -- Mul`ti*tu""di*nous*ness, n.",multitude,,multitude,89,100,89,False,False,False,False,False,False,False
muscular,"1. Of or pertaining to a muscle, or to a system of muscles; consisting of, or constituting, a muscle or muscles; as, muscular fiber. Great muscular strength, accompanied by much awkwardness. Macaulay. 2. Performed by, or dependent on, a muscle or the muscles. ""The muscular motion."" Arbuthnot. 3. Well furnished with muscles; having well-developed muscles; brawny; hence, strong; powerful; vigorous; as, a muscular body or arm. Muscular Christian, one who believes in a part of religious duty to maintain a healthful and vigorous physical state. T. Hughes. -- Muscular CHristianity. (a) The practice and opinion of those Christians who believe that it is a part of religious duty to maintain a vigorous condition of the body, and who therefore approve of athletic sports and exercises as conductive to good health, good morals, and right feelings in religious matters. T. Hughes. (b) An active, robust, and cheerful Christian life, as opposed to a meditative and gloomy one. C. Kingsley. -- Muscular excitability (Physiol.), that property in virtue of which a muscle shortens, when it is stimulated; irritability. -- Muscular sense (Physiol.), muscular sensibility; the sense by which we obtain knowledge of the condition of our muscles and to what extent they are contracted, also of the position of the various parts of our bodies and the resistance offering by external objects.",muscle,,muscle,83,100,83,False,False,False,False,False,False,False
musculospiral,"Of or pertaining to the muscles, and taking a spiral course; -- applied esp. to a large nerve of the arm.",muscles,,muscles,71,100,71,False,False,False,False,False,False,False
sinapoleic,"Of or pertaining to mustard oil; specifically, designating an acid of the oleic acid series said to occur in mistard oil.",mustard oil,,mustard oil,40,100,40,True,False,False,False,False,False,False
hircic,"Of, pertaining to, or derived from, mutton suet; -- applied by Chevreul to an oily acid which was obtained from mutton suet, and to which he attributed the peculiar taste and smell of that substance. The substance has also been called hircin. Watts.",mutton suet,,mutton suet,0,100,0,True,False,False,False,False,False,False
lunisolar,"Resulting from the united action, or pertaining to the mutual relations, of the sun and moon. Lunisolar precession (Astron.), that portion of the annual precession of the equinoxes which depends on the joint action of the sun and moon. -- Lunisolar year, a period of time, at the end of which, in the Julian calendar, the new and full moons and the eclipses recur on the same days of the week and month and year as in the previous period. It consists of 532 common years, being the least common multiple of the numbers of years in the cycle of the sun and the cycle of the moon.",mutual relations,,mutual relations,33,100,33,True,False,False,False,False,False,False
myelencephalic,Of or pertaining to the myelencephalon; cerebro-spinal.,myelencephalon,,myelencephalon,86,100,86,False,False,False,False,False,False,False
myographic,Of or pertaining to myography.,myography,,myography,89,100,89,False,False,False,False,False,False,False
myographical,Of or pertaining to myography.,myography,,myography,89,100,89,False,False,False,False,False,False,False
myological,Of or pertaining to myology.,myology,,myology,86,100,86,False,False,False,False,False,False,False
myologic,Of or pertaining to myology.,myology,,myology,86,100,86,False,False,False,False,False,False,False
myopathic,Of or pertaining to myopathia.,myopathia,,myopathia,89,100,89,False,False,False,False,False,False,False
myotomic,Of or pertaining to a myotome or myotomes.,myotome or myotomes,,myotome or myotomes,75,100,75,False,False,False,False,False,False,False
mysterious,"Of or pertaining to mystery; containing a mystery; difficult or impossible to understand; obscure not revealed or explained; enigmatical; incomprehensible. God at last To Satan, first in sin, his doom applied, Thought in mysterious terms. Milton. Syn. -- Obscure; secret; occult; dark; mystic; cabalistic; enigmatical; unintelligible; incomprehensible.",mystery,,mystery,86,100,86,False,False,False,False,False,False,False
