word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
nasofrontal,"of or pertaining to the nose and the front of the head; as, the embryonic nasofrontal process which forms the anterior boundary of the mouth.",nose and the front of the head,,nose and the front of the head,45,100,45,True,True,False,False,False,False,False
appalachian,"Of or pertaining to a chain of mountains in the United States, commonly called the Allegheny mountains. Note: The name Appalachian was given to the mountains by the Spaniards under De Soto, who derived it from the heighboring Indians. Am. Cyc.",chain of mountains in the United States,,chain of mountains in the United States,27,100,27,True,False,False,False,False,False,True
arteriac,Of or pertaining to the windpipe.,windpipe,,windpipe,12,100,12,True,False,False,False,False,False,False
oligist,"Hematite or specular iron ore; -- prob. so called in allusion to its feeble magnetism, as compared with magnetite.

Of or pertaining to hematite.",hematite,,hematite,29,100,29,True,False,False,False,False,False,False
thooid,"Of or pertaining to a group of carnivores, including the wovels and the dogs.",group of carnivores,,group of carnivores,24,100,24,True,False,False,False,False,False,False
eurasiatio,Of or pertaining to the continents of Europe and Asia combined.,continents of Europe and Asia combined,,continents of Europe and Asia combined,40,100,40,True,False,False,False,False,False,False
hydrokinetic,"Of or pertaining to the motions of fluids, or the forces which produce or affect such motions; -- opposed to hydrostatic. Sir W. Thomson.",motions of fluids,,motions of fluids,28,100,28,True,False,False,False,False,False,False
pulmonary,"Of or pertaining to the lungs; affecting the lungs; pulmonic. Pulmonary artery. See the Note under Artery.

Lungwort. Ainsworth.",lungs,,lungs,40,100,40,True,False,False,False,False,False,False
appertain,"To belong or pertain, whether by right, nature, appointment, or custom; to relate. Things appertaining to this life. Hooker. Give it unto him to whom it appertaineth. Lev. vi. 5.",this life,,this life,22,100,22,True,False,False,False,False,False,False
paleolithic,"Of or pertaining to an era marked by early stone implements. The Paleolithic era (as proposed by Lubbock) includes the earlier half of the ""Stone Age;"" the remains belonging to it are for the most part of extinct animals, with relics of human beings.",era marked by early stone implements,,era marked by early stone implements,36,100,36,True,False,False,False,False,False,False
vesicoprostatic,Of a pertaining to the bladder and the prostrate gland.,bladder and the prostrate gland,,bladder and the prostrate gland,53,100,53,True,True,False,False,False,False,False
swiss,"A native or inhabitant of Switzerland; a Switzer; the people of Switzerland.

Of or pertaining to Switzerland, or the people of Switzerland.",Switzerland,,Switzerland,40,100,40,True,False,False,False,False,False,False
aristocratic,"1. Of or pertaining to an aristocracy; consisting in, or favoring, a government of nobles, or principal men; as, an aristocratic constitution. 2. Partaking of aristocracy; befitting aristocracy; characteristic of, or originating with, the aristocracy; as, an aristocratic measure; aristocratic pride or manners. -- Ar`is*to*crat""ic*al*ly, adv. -- Ar`is*to*crat""ic*al*ness, n.",aristocracy,originating with,originating with,87,42,42,True,False,False,False,False,False,False
pragmatical,"1. Of or pertaining to business or to affairs; of the nature of business; practical; material; businesslike in habit or manner. The next day . . . I began to be very pragmatical. Evelyn. We can not always be contemplative, diligent, or pragmatical, abroad; but have need of some delightful intermissions. Milton. Low, pragmatical, earthly views of the gospel. Hare. 2. Busy; specifically, busy in an objectionable way; officious; fussy and positive; meddlesome. ""Pragmatical officers of justice."" Sir W. Scott. The fellow grew so pragmatical that he took upon him the government of my whole family. Arbuthnot. 3. Philosophical; dealing with causes, reasons, and effects, rather than with details and circumstances; -- said of literature. ""Pragmatic history."" Sir W. Hamilton. ""Pragmatic poetry."" M. Arnold. Pragmatic sanction, a solemn ordinance or decree issued by the head or legislature of a state upon weighty matters; -- a term derived from the Byzantine empire. In European history, two decrees under this name are particularly celebrated. One of these, issued by Charles VII. of France, A. D. 1438, was the foundation of the liberties of the Gallican church; the other, issued by Charles VI. of Germany, A. D. 1724, settled his hereditary dominions on his eldest daughter, the Archduchess Maria Theresa.",business or to affairs,,business or to affairs,36,100,36,True,False,False,False,False,False,False
carnous,"1. Of a pertaining to flesh; fleshy. A distinct carnose muscle. Ray. 2. (Bot.)  Of a fleshy consistence; -- applied to succulent leaves, stems, etc.",flesh,,flesh,20,100,20,True,False,False,False,False,False,False
iroquoian,"Of, pertaining to, or designating, one of the principal linguistic stocks of the North American Indians. The territory of the northern Iroquoian tribes, of whom the Five Nations, or Iroquois proper, were the chief, extended from the shores of the St. Lawrence and of Lakes Huron, Ontario, and Erie south, through eastern Pennsylvania, to Maryland; that of the southern tribes, of whom the Cherokees were chief, formed part of Virginia, the Carolinas, Georgia, Tennessee, and Kentucky. All of the tribes were agricultural, and they were noted for large, communal houses, palisaded towns, and ability to organize, as well as for skill in war. --n.  An Indian of an Iroquoian tribe.",one of the principal linguistic stocks of the North American Indians,,one of the principal linguistic stocks of the North American Indians,44,100,44,True,False,False,False,False,False,False
pupillary,1. Of or pertaining to a pupil or ward. Johnson. 2. (Anat.)  Of or pertaining to the pupil of the eye.,pupil or ward,pupil of the eye,pupil of the eye,67,56,56,True,True,False,False,False,False,False
demoniacal,"1. Pertaining to, or characteristic of, a demon or evil spirit; devilish; as, a demoniac being; demoniacal practices. Sarcastic, demoniacal laughter. Thackeray. 2. Influenced or produced by a demon or evil spirit; as, demoniac or demoniacal power. ""Demoniac frenzy."" Milton.",demon or evil spirit,,demon or evil spirit,50,100,50,True,False,False,False,False,False,False
porcine,"Of or pertaining to swine; characteristic of the hog. ""Porcine cheeks."" G. Eliot.",swine,hog,hog,60,33,33,True,False,False,False,False,False,False
phonic,Of or pertaining to sound; of the nature of sound; acoustic. Tyndall.,sound,,sound,40,100,40,True,False,False,False,False,False,False
geraniaceous,"Of or pertaining to a natural order of pants (Geraniaceæ) which includes the genera Geranium, Pelargonium, and many others.",natural order of pants,,natural order of pants,42,100,42,True,False,False,False,False,False,False
johnsonianism,"A manner of acting or of writing peculiar to, or characteristic of, Dr. Johnson. [Written also Johnsonism.] JOHN'S-WORT John's""-wort`, n.  See St. John's-wort.",Dr,,Dr,0,100,0,True,False,False,False,False,False,False
baric,"Of or pertaining to barium; as, baric oxide.

Of or pertaining to weight, esp. to the weight or pressure of the atmosphere as measured by the barometer.",barium,weight,weight,80,20,20,True,False,False,False,False,False,False
phrenic,"Of or pertaining to the diaphragm; diaphragmatic; as, the phrenic nerve.",diaphragm,,diaphragm,46,100,46,True,False,False,False,False,False,False
archaeolithic,Of or pertaining to the earliest Stone age; -- applied to a prehistoric period preceding the Paleolithic age.,earliest Stone age,,earliest Stone age,38,100,38,True,False,False,False,False,False,False
petrean,Of or pertaining to to rock. G. S. Faber.,to rock,,to rock,29,100,29,True,False,False,False,False,False,False
linnean,"Of or pertaining to Linnæus, the celebrated Swedish botanist. Linnaean system (Bot.), the system in which the classes are founded mainly upon the stamens, and the orders upon the pistils; the artificial or sexual system.",Linnæus,,Linnæus,43,100,43,True,False,False,False,False,False,False
equestrian,"1. Of or pertaining to horses or horsemen, or to horsemanship; as, equestrian feats, or games. 2. Being or riding on horseback; mounted; as, an equestrian statue. An equestrian lady appeared upon the plains. Spectator. 3. Belonging to, or composed of, the ancient Roman equities or knights; as, the equestrian order. Burke.

One who rides on horseback; a horseman; a rider.",horses or horsemen,,horses or horsemen,30,100,30,True,False,False,False,False,False,False
vascular,"1. (Biol.) (a) Consisting of, or containing, vessels as an essential part of a structure; full of vessels; specifically (Bot.), pertaining to, or containing, special ducts, or tubes, for the circulation of sap. (b) Operating by means of, or made up of an arrangement of, vessels; as, the vascular system in animals, including the arteries, veins, capillaries, lacteals, etc. (c) Of or pertaining to the vessels of animal and vegetable bodies; as, the vascular functions. 2. (Bot.)  Of or pertaining to the higher division of plants, that is, the phænogamous plants, all of which are vascular, in distinction from the cryptogams, which to a large extent are cellular only. Vascular plants (Bot.), plants composed in part of vascular tissue, as all flowering plants and the higher cryptogamous plants, or those of the class Pteridophyta. Cf. Cellular plants, Cellular. -- Vascular system (Bot.), the body of associated ducts and woody fiber; the fibrovascular part of plants. -- Vascular tissue (Bot.), vegetable tissue composed partly of ducts, or sap tubes. -- Water vascular system (Zoöl.), a system of vessels in annelids, nemerteans, and many other invertebrates, containing a circulating fluid analogous to blood, but not of the same composition. In annelids the fluid which they contain is usually red, but in some it is green, in others yellow, or whitish.",special ducts,vessels of animal and vegetable bodies,special ducts,29,38,29,True,False,False,False,False,False,False
nundinal,"A nundinal letter.

Of or pertaining to a fair, or to a market day. Nundinal letter, among the Romans, one of the first eight letters of the alphabet, which were repeated successively from the first to the last day of the year. One of these always expressed the market day, which returned every nine days (every eight days by our reckoning).",fair,,fair,25,100,25,True,False,False,False,False,False,False
corinthian,"1. Of or relating to Corinth. 2. (Arch.)  Of or pertaining to the Corinthian order of architecture, invented by the Greeks, but more commonly used by the Romans. This is the lightest and most ornamental of the three orders used by the Greeks. Parker. 3. Debauched in character or practice; impure. Milton. 4. Of or pertaining to an amateur sailor or yachtsman; as, a corinthian race (one in which the contesting yachts must be manned by amateurs.)

1. A native or inhabitant of Corinth. 2. A gay, licentious person. [Obs.]",Corinthian order of architecture,amateur sailor or yachtsman,amateur sailor or yachtsman,90,40,40,True,False,False,False,False,False,False
thermotic,"Of or pertaining to heat; produced by heat; as, thermotical phenomena. Whewell.",heat,,heat,50,100,50,True,False,False,False,False,False,False
austro-hungarian,Of or pertaining to the monarchy composed of Austria and Hungary.,monarchy composed of Austria and Hungary,,monarchy composed of Austria and Hungary,44,100,44,True,False,False,False,False,False,False
stomatogastric,"Of or pertaining to the mouth and the stomach; as, the stomatogastric ganglion of certain Mollusca.",mouth and the stomach,,mouth and the stomach,43,100,43,True,True,False,False,False,False,False
isoclinic,"Of or pertaining to, or indicating, equality of inclination or dip; having equal inclination or dip. Isoclinal lines (Magnetism), lines on the earth's surface connecting places at which a dipping needle indicates the same inclination or dip.",equality of inclination or dip,,equality of inclination or dip,56,100,56,True,False,False,False,False,False,False
hercynian,"Of or pertaining to an extensive forest in Germany, of which there are still portions in Swabia and the Hartz mountains.",extensive forest in Germany,,extensive forest in Germany,44,100,44,True,False,False,False,False,False,False
pelagic,"Of or pertaining to the ocean; -- applied especially to animals that live at the surface of the ocean, away from the coast.",ocean,,ocean,40,100,40,True,False,False,False,False,False,False
martian,"Of or pertaining to Mars, the Roman god of war, or to the planet bearing his name; martial.

An inhabitant of the planet Mars.  Du Maurier.",Mars,,Mars,50,100,50,True,False,False,False,False,False,False
boraginaceous,"Of, pertaining to, or resembling, a family of plants (Boraginaceæ) which includes the borage, heliotrope, beggar's lice, and many pestiferous plants.",family of plants,,family of plants,31,100,31,True,False,False,False,False,False,False
valerianaceous,"Of, pertaining to, or resembling, plants of a natural order (Valerianaccæ) of which the valerian is the type. The order includes also the corn salads and the oriental spikenard.",plants of a natural order,,plants of a natural order,29,100,29,True,False,False,False,False,False,False
bovine,"1. (Zoöl.)  of or pertaining to the genus Bos; relating to, or resembling, the ox or cow; oxlike; as, the bovine genus; a bovine antelope. 2. Having qualities characteristic of oxen or cows; sluggish and patient; dull; as, a bovine temperament. The bovine gaze of gaping rustics. W. Black.",genus Bos,oxen or cows,genus Bos,17,22,17,True,False,False,False,False,False,False
mantic,"Of or pertaining to divination, or to the condition of one inspired, or supposed to be inspired, by a deity; prophetic. [R.] ""Mantic fury."" Trench.",divination,,divination,50,100,50,True,False,False,False,False,False,False
occasive,Of or pertaining to the setting sun; falling; descending; western.,setting sun,,setting sun,21,100,21,True,False,False,False,False,False,False
vituline,Of or pertaining to a calf or veal.,calf or veal,,calf or veal,25,100,25,True,False,False,False,False,False,False
parenthetic,"1. Of the nature of a parenthesis; pertaining to, or expressed in, or as in, a parenthesis; as, a parenthetical clause; a parenthetic remark. A parenthetical observation of Moses himself. Hales. 2. Using or containing parentheses.",expressed in,,expressed in,45,100,45,True,False,False,False,False,False,False
appian,"Of or pertaining to Appius. Appian Way, the great paved highway from ancient Rome trough Capua to Brundisium, now Brindisi, constructed partly by Appius Claudius, about 312 b. c.",Appius,,Appius,50,100,50,True,False,False,False,False,False,False
petrine,"Of or pertaining to St.Peter; as, the Petrine Epistles.",St,,St,50,100,50,True,False,False,False,False,False,False
muellerian,"Of, pertaining to, or discovered by, Johannes Müller. Müllerian ducts (Anat.), a pair of embryonic ducts which give rise to the genital passages in the female, but disappear in the male. -- Müllerian fibers (Anat.), the sustentacular or connective-tissue fibers which form the framework of the retina.",Johannes Müller,,Johannes Müller,50,100,50,True,False,False,False,False,False,False
mechanical,"1. Pertaining to, governed by, or in accordance with, mechanics, or the laws of motion; pertaining to the quantitative relations of force and matter, as distinguished from mental, vital, chemical, etc.; as, mechanical principles; a mechanical theory; mechanical deposits. 2. Of or pertaining to a machine or to machinery or tools; made or formed by a machine or with tools; as, mechanical precision; mechanical products. We have also divers mechanical arts. Bacon. 3. Done as if by a machine; uninfluenced by will or emotion; proceeding automatically, or by habit, without special intention or reflection; as, mechanical singing; mechanical verses; mechanical service. 4. Made and operated by interaction of forces without a directing intelligence; as, a mechanical universe. 5. Obtained by trial, by measurements, etc.; approximate; empirical. See the 2d Note under Geometric. Mechanical effect, effective power; useful work exerted, as by a machine, in a definite time. -- Mechanical engineering. See the Note under Engineering. -- Mechanical maneuvers (Mil.), the application of mechanical appliances to the mounting, dismounting, and moving of artillery. Farrow. -- Mechanical philosophy, the principles of mechanics applied to the inverstigation of physical phenomena. -- Mechanical powers, certain simple instruments, such as the lever and its modifications (the wheel and axle and the pulley), the inclined plane with its modifications (the screw and the wedge), which convert a small force acting throught a great space into a great force acting through a small space, or vice versa, and are used separately or in combination. -- Mechanical solution (Math.), a solution of a problem by any art or contrivance not strictly geometrical, as by means of the ruler and compasses, or other instruments.

A mechanic. [Obs.] Shak.",quantitative relations of force and matter,machine or to machinery or tools,quantitative relations of force and matter,30,40,30,True,False,False,False,False,False,False
manganic,"Of, pertaining to resembling, or containing, manganese; specif., designating compounds in which manganese has a higher valence as contrasted with manganous compounds. Cf. Manganous. Manganic acid, an acid, H2MnO4, formed from manganese, analogous to sulphuric acid.",or containing,,or containing,50,100,50,True,False,False,False,False,False,False
ogygian,"Of or pertaining to Ogyges, a mythical king of ancient Attica, or to a great deluge in Attica in his days; hence, primeval; of obscure antiquity.",Ogyges,,Ogyges,50,100,50,True,False,False,False,False,False,False
desquamatory,"Of, pertaining to, or attended with, desquamation.

An instrument formerly used in removing the laminæ of exfoliated bones.",attended with,,attended with,25,100,25,True,False,False,False,False,False,False
pleomorphism,"1. (Crystallog.)  The property of crystallizing under two or more distinct fundamental forms, including dimorphism and trimorphism. 2. (Biol.)  The theory that the various genera of bacteria are phases or variations of growth of a number of Protean species, each of which may exhibit, according to undetermined conditions, all or some of the forms characteristic of the different genera and species.",different genera and species,,different genera and species,33,100,33,True,False,False,False,False,False,False
eburnine,"Of or pertaining to ivory. ""[She] read from tablet eburnine."" Sir W. Scott.",ivory,,ivory,20,100,20,True,False,False,False,False,False,False
sulphostannic,"Of, pertaining to, or designating, a sulphacid of tin (more exactly called metasulphostannic acid), which is obtained as a dark brown amorphous substance, H",sulphacid of tin,,sulphacid of tin,55,100,55,True,False,False,False,False,False,False
psychical,"1. Of or pertaining to the human soul, or to the living principle in man. Note: This term was formerly used to express the same idea as psychological. Recent metaphysicians, however, have employed it to mark the difference between psychh` the living principle in man, and pney^ma the rational or spiritual part of his nature. In this use, the word describes the human soul in its relation to sense, appetite, and the outer visible world, as distinguished from spiritual or rational faculties, which have to do with the supersensible world. Heyse. 2. Of or pertaining to the mind, or its functions and diseases; mental; -- contrasted with physical. Psychical blindness, Psychical deafness (Med.), forms of nervous disease in which, while the senses of sight and hearing remain unimpaired, the mind fails to appreciate the significance of the sounds heard or the images seen. -- Psychical contagion, the transference of disease, especially of a functional nervous disease, by mere force of example. -- Psychical medicine, that department of medicine which treats of mental diseases.",human soul,mind,mind,32,25,25,True,False,False,False,False,False,False
noachian,"Of or pertaining to the patriarch Noah, or to his time.",patriarch Noah,,patriarch Noah,38,100,38,True,False,False,False,False,True,False
rhenish,"Of or pertaining to the river Rhine; as, Rhenish wine. -- n.  Rhine wine.",river Rhine,,river Rhine,43,100,43,True,False,False,False,False,False,False
male,"Evil; wicked; bad. [Obs.] Marston.

Same as Mail, a bag. [Obs.] Chaucer.

1. Of or pertaining to the sex that begets or procreates young, or (in a wider sense) to the sex that produces spermatozoa, by which the ova are fertilized; not female; as, male organs. 2. (Bot.)  Capable of producing fertilization, but not of bearing fruit; - - said of stamens and antheridia, and of the plants, or parts of plants, which bear them. 3. Suitable to the male sex; characteristic or suggestive of a male; masculine; as, male courage. 4. Consisting of males; as, a male choir. 5. (Mech.)  Adapted for entering another corresponding piece (the female piece) which is hollow and which it fits; as, a male gauge, for gauging the size or shape of a hole; a male screw, etc. Male berry (Bot.), a kind of coffee. See Pea berry. -- Male fern (Bot.), a fern of the genus Aspidium (A. Filixmas), used in medicine as an anthelmintic, esp. against the tapeworm. Aspidium marginale in America, and A. athamanticum in South Africa, are used as good substitutes for the male fern in medical practice. See Female fern, under Female. -- Male rhyme, a rhyme in which only the last syllables agree, as laid, afraid, dismayed. See Female rhyme, under Female. -- Male screw (Mech.), a screw having threads upon its exterior which enter the grooves upon the inside of a corresponding nut or female screw. -- Male thread, the thread of a male screw.

1. An animal of the male sex. 2. (Bot.)  A plant bearing only staminate flowers.",sex that begets or procreates young,,sex that begets or procreates young,25,100,25,True,False,False,False,False,False,False
weird,"1. Fate; destiny; one of the Fates, or Norns; also, a prediction. [Obs. or Scot.] 2. A spell or charm. [Obs. or Scot.] Sir W. Scott.

1. Of or pertaining to fate; concerned with destiny. 2. Of or pertaining to witchcraft; caused by, or suggesting, magical influence; supernatural; unearthly; wild; as, a weird appearance, look, sound, etc. Myself too had weird seizures. Tennyson. Those sweet, low tones, that seemed like a weird incantation. Longfellow. Weird sisters, the Fates. [Scot.] G. Douglas. Note: Shakespeare uses the term for the three witches in Macbeth. The weird sisters, hand in hand, Posters of the sea and land. Shak.

To foretell the fate of; to predict; to destine to. [Scot.] Jamieson.",fate,witchcraft,fate,25,40,25,True,False,False,False,False,False,False
testudinal,"Of, pertaining to, or resembling, a tortoise.",tortoise,,tortoise,38,100,38,True,False,False,False,False,False,False
atramental,"Of or pertaining to ink; inky; black, like ink; as, atramental galls; atramentous spots.",ink,,ink,33,100,33,True,False,False,False,False,False,False
metatungstic,"Of, pertaining to, or designating, an acid known only in its salts (the metatungstates) and properly called polytungstic, or pyrotungstic, acid.",acid known only in its salts,,acid known only in its salts,33,100,33,True,False,False,False,False,False,False
ordovician,"Of or pertaining to a division of the Silurian formation, corresponding in general to the Lower Silurian of most authors, exclusive of the Cambrian. -- n.  The Ordovician formation.",division of the Silurian formation,,division of the Silurian formation,40,100,40,True,False,False,False,False,False,False
vermicular,"Of or pertaining to a worm or worms; resembling a worm; shaped like a worm; especially, resembling the motion or track of a worm; as, the vermicular, or peristaltic, motion of the intestines. See Peristaltic. ""A twisted form vermicular."" Cowper.",worm or worms,,worm or worms,30,100,30,True,False,False,False,True,False,False
spheric,"1. Having the form of a sphere; like a sphere; globular; orbicular; as, a spherical body. 2. Of or pertaining to a sphere. 3. Of or pertaining to the heavenly orbs, or to the sphere or spheres in which, according to ancient astronomy and astrology, they were set. Knaves, thieves, and treachers by spherical predominance. Shak. Though the stars were suns, and overburned Their spheric limitations. Mrs. Browning. Spherical angle, Spherical coördinate, Spherical excess, etc. See under Angle, Coordinate, etc. -- Spherical geometry, that branch of geometry which treats of spherical magnitudes; the doctrine of the sphere, especially of the circles described on its surface. -- Spherical harmonic analysis. See under Harmonic, a. -- Spherical lune,portion of the surface of a sphere included between two great semicircles having a common diameter. -- Spherical opening, the magnitude of a solid angle. It is measured by the portion within the solid angle of the surface of any sphere whose center is the angular point. -- Spherical polygon,portion of the surface of a sphere bounded by the arcs of three or more great circles. -- Spherical projection, the projection of the circles of the sphere upon a plane. See Projection. -- Spherical sector. See under Sector. -- Spherical segment, the segment of a sphere. See under Segment. -- Spherical triangle,re on the surface of a sphere, bounded by the arcs of three great circles which intersect each other. -- Spherical trigonometry. See Trigonometry. -- Spher""ic*al*ly, adv. -- Spher""ic*al*ness, n.",sphere,heavenly orbs,heavenly orbs,83,30,30,True,False,False,False,False,False,False
picine,"Of or pertaining to the woodpeckers (Pici), or to the Piciformes.",woodpeckers,,woodpeckers,50,100,50,True,False,False,False,True,False,False
hederaceous,"Of, pertaining to, or resembling, ivy.",ivy,,ivy,0,100,0,True,False,False,False,False,False,False
sublunary,"Situated beneath the moon; hence, of or pertaining to this world; terrestrial; earthly. All things sublunary are subject to change. Dryden. All sublunary comforts imitate the changeableness, as well as feel the influence, of the planet they are under. South.

Any worldly thing. [Obs.]",this world,,this world,22,100,22,True,False,False,False,False,False,False
tegular,"Of or pertaining to a tile; resembling a tile, or arranged like tiles; consisting of tiles; as, a tegular pavement. -- Teg""u*lar*ly, adv.",tile,,tile,50,100,50,True,False,False,False,False,False,False
azorian,Of or pertaining to the Azores. -- n.  A native of the Azores.,Azores,,Azores,50,100,50,True,False,False,False,False,False,False
zoanthoid,Of or pertaining to the Zoanthacea.,Zoanthacea,,Zoanthacea,56,100,56,True,False,False,False,False,False,False
trimellic,"Of, pertaining to, or designating, a certain tribasic acid (called also trimellitic acid) metameric with trimesitic acid.",certain tribasic acid,,certain tribasic acid,56,100,56,True,False,False,False,False,False,False
brumal,"Of or pertaining to winter. ""The brumal solstice."" Sir T. Browne.",winter,,winter,17,100,17,True,False,False,False,False,False,False
gymnastical,"Pertaining to athletic exercises intended for health, defense, or diversion; -- said of games or exercises, as running, leaping, wrestling, throwing the discus, the javelin, etc.; also, pertaining to disciplinary exercises for the intellect; athletic; as, gymnastic exercises, contests, etc.",disciplinary exercises for the intellect,,disciplinary exercises for the intellect,27,100,27,True,False,False,False,False,False,False
altitudinal,"Of or pertaining to height; as, altitudinal measurements.",height,,height,24,100,24,True,False,False,False,False,False,False
zoilean,"Having the characteristic of Zoilus, a bitter, envious, unjust critic, who lived about 270 years before Christ.",Zoilus,,Zoilus,50,100,50,True,False,False,False,False,False,False
undulatory,"Moving in the manner of undulations, or waves; resembling the motion of waves, which successively rise or swell rise or swell and fall; pertaining to a propagated alternating motion, similar to that of waves. Undulatory theory, or Wave theory (of light) (Opt.), that theory which regards its various phenomena as due to undulations in an ethereal medium, propagated from the radiant with immense, but measurable, velocities, and producing different impressions on the retina according to their amplitude and frequency, the sensation of brightness depending on the former, that of color on the latter. The undulations are supposed to take place, not in the direction of propagation, as in the air waves constituting sound, but transversely, and the various phenomena of refraction, polarization, interference, etc., are attributable to the different affections of these undulations in different circumstances of propagation. It is computed that the frequency of the undulations corresponding to the several colors of the spectrum ranges from 458 millions of millions per second for the extreme red ray, to 727 millions of millions for the extreme violet, and their lengths for the same colors, from the thirty-eight thousandth to the sixty thousandth part of an inch. The theory of ethereal undulations is applicable not only to the phenomena of light, but also to those of heat.",propagated alternating motion,,propagated alternating motion,40,100,40,True,False,False,False,False,False,False
equine,"Of, pertaining to, or resembling, a horse. The shoulders, body, things, and mane are equine; the head completely bovine. Sir J. Barrow.",horse,,horse,20,100,20,True,False,False,False,False,False,False
latin,"1. Of or pertaining to Latium, or to the Latins, a people of Latium; Roman; as, the Latin language. 2. Of, pertaining to, or composed in, the language used by the Romans or Latins; as, a Latin grammar; a Latin composition or idiom. Latin Church (Eccl. Hist.), the Western or Roman Catholic Church, as distinct from the Greek or Eastern Church. -- Latin cross. See Illust. 1 of Cross. -- Latin races, a designation sometimes loosely given to certain nations, esp. the French, Spanish, and Italians, who speak languages principally derived from Latin. Latin Union, an association of states, originally comprising France, Belgium, Switzerland, and Italy, which, in 1865, entered into a monetary agreement, providing for an identity in the weight and fineness of the gold and silver coins of those countries, and for the amounts of each kind of coinage by each. Greece, Servia, Roumania, and Spain subsequently joined the Union.

1. A native or inhabitant of Latium; a Roman. 2. The language of the ancient Romans. 3. An exercise in schools, consisting in turning English into Latin. [Obs.] Ascham. 4. (Eccl.)  A member of the Roman Catholic Church. (Dog Latin, barbarous Latin; a jargon in imitation of Latin; as, the log Latin of schoolboys. -- Late Latin, Low Latin, terms used indifferently to designate the latest stages of the Latin language; low Latin (and, perhaps, late Latin also), including the barbarous coinages from the French, German, and other languages into a Latin form made after the Latin had become a dead language for the people. -- Law Latin, that kind of late, or low, Latin, used in statutes and legal instruments; -- often barbarous.

To write or speak in Latin; to turn or render into Latin. [Obs.] Fuller.",Latium,composed in,composed in,60,40,40,True,False,False,False,False,False,False
phonetic,"1. Of or pertaining to the voice, or its use. 2. Representing sounds; as, phonetic characters; -- opposed to ideographic; as, a phonetic notation. Phonetic spelling, spelling in phonetic characters, each representing one sound only; -- contrasted with Romanic spelling, or that by the use of the Roman alphabet.",voice,,voice,46,100,46,True,False,False,False,False,False,False
pastoral,"1. Of or pertaining to shepherds; hence, relating to rural life and scenes; as, a pastoral life. 2. Relating to the care of souls, or to the pastor of a church; as, pastoral duties; a pastoral letter. Pastoral staff (Eccl.), a staff, usually of the form of a shepherd's crook, borne as an official emblem by a bishop, abbot, abbess, or other prelate privileged to carry it. See Crook, and Crosier. -- Pastoral Theology, that part of theology which treats of the duties of pastors.

1. A poem describing the life and manners of shepherds; a poem in which the speakers assume the character of shepherds; an idyl; a bucolic. A pastoral is a poem in which any action or passion is represented by its effects on a country life. Rambler. 2. (Mus.)  A cantata relating to rural life; a composition for instruments characterized by simplicity and sweetness; a lyrical composition the subject of which is taken from rural life. Moore (Encyc. of Music). 3. (Eccl.)  A letter of a pastor to his charge; specifically, a letter addressed by a bishop to his diocese; also (Prot. Epis. Ch.), a letter of the House of Bishops, to be read in each parish.",shepherds,,shepherds,25,100,25,True,False,False,False,False,False,False
bignoniaceous,"Of pertaining to, or resembling, the family of plants of which the trumpet flower is an example.",family of plants of which the trumpet flower is an example,,family of plants of which the trumpet flower is an example,31,100,31,True,False,False,False,False,False,False
past,"Of or pertaining to a former time or state; neither present nor future; gone by; elapsed; ended; spent; as, past troubles; past offences. ""Past ages."" Milton. Past master. See under Master.

A former time or state; a state of things gone by. ""The past, at least, is secure."" D. Webster. The present is only intelligible in the light of the past, often a very remote past indeed. Trench.

1. Beyond, in position, or degree; further than; beyond the reach or influence of. ""Who being past feeling."" Eph. iv. 19. ""Galled past endurance."" Macaulay. Until we be past thy borders. Num. xxi. 22. Love, when once past government, is consequently past shame. L'Estrange. 2. Beyond, in time; after; as, past the hour. Is it not past two o'clock Shak. 3. Above; exceeding; more than. [R.] Not past three quarters of a mile. Shak. Bows not past three quarters of a yard long. Spenser.

By; beyond; as, he ran past. The alarum of drums swept past. Longfellow.",former time or state,,former time or state,50,100,50,True,False,False,False,False,False,False
viary,Of or pertaining to roads; happening on roads. [Obs.],roads,,roads,20,100,20,True,False,False,False,False,False,False
